Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Packets Rx Dropped,Packets Tx Dropped,Packets Rx Errors,Packets Tx Errors,Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Delta Packets Rx Dropped, Delta Packets Tx Dropped,Delta Packets Rx Errors,Delta Packets Tx Errors,Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,is_valid,Table ID,Active Flow Entries,Packets Looked Up,Packets Matched,Max Size,Label,Binary Label
Port#:4,350,17342825,81288582,4860,3074,0,0,0,0,3,-4493,-287,1,5,0,0,0,0,5,-910,22929,-1225,16124,930,True,0,5,9760,8479,-1,Diversion,Attack
Port#:1,3131,44690920,74937869,2926,183,0,0,0,0,0,-3660,9660,2,5,0,0,0,0,2,-1035,-2781,-368,-2801,71,True,0,4,18711,25789,-1,Diversion,Attack
Port#:2,3464,47626420,104578817,398709,2524,0,0,0,0,0,-11000,5850,4,5,0,0,0,0,2,-37,19654,-1016,-3418,-165,True,0,7,489421,658832,-1,Normal,Normal
Port#:4,363257,46657096,85761562,303561,1423,0,0,0,0,0,340,-9033,72,5,0,0,0,0,4,436,6897,-70,-1357,686,True,0,5,662120,676377,-1,Normal,Normal
Port#:1,6969,90594148,171196361,247738,2843,0,0,0,0,0,-7068,-5607,4,4,0,0,0,0,2,-651,4523,-1041,-5330,521,True,0,5,667511,677019,-1,Normal,Normal
Port#:4,2178,16758131,31005496,3072,1073,0,0,0,0,5,-12961,2182,2,5,0,0,0,0,2,600,14172,-313,-14262,884,True,0,5,4257,20827,-1,Diversion,Attack
Port#:3,4106,66596547,117719229,6280,262,0,0,0,0,-1,-1214,15695,3,5,0,0,0,0,3,-1174,36289,-1146,7927,-17,True,0,7,22270,19228,-1,Diversion,Attack
Port#:1,323913,186194768,70770464,306206,2008,0,0,0,0,60,-5485,3157074,72,5,0,0,0,0,4,594140,6312636,-152,29981,265,True,0,6,635365,496278,-1,Normal,Normal
Port#:3,174232,120972368,100710273,205480,1461,0,0,0,0,-1,-1364,2415,2,4,0,0,0,0,2,520,4327,-380,1366,548,True,0,6,499745,960691,-1,Normal,Normal
Port#:3,169505,20292189,8147360,298782,869,0,0,0,0,3,5657969,-1580,66,5,0,0,0,0,4,570873,6369593,498979,6290973,278991,True,0,8,950883,1011158,-1,Normal,Normal
Port#:4,339153,23220705,88249321,302387,946,0,0,0,0,4,-12361,-4308,4,4,0,0,0,0,4,-1280,6675393,548156,-18255,-840,True,0,6,990629,1016521,-1,Normal,Normal
Port#:1,4005,123530006,82103908,7954,2330,0,0,0,0,-1,1448,-7008,4,5,0,0,0,0,2,-92,3563,-242,5664,90,True,0,6,16153,22104,-1,Diversion,Attack
Port#:1,3290,78261679,137465029,409893,2297,0,0,0,0,1,2804,6136,66,5,0,0,0,0,2,-1020,2238,-1386,7128,196,True,0,6,523807,656355,-1,Normal,Normal
Port#:1,5900,113430000,92655432,421816,2989,0,0,0,0,0,-12463,-6477,4,5,0,0,0,0,2,-337,1981,-857,7353,534,True,0,7,660061,668105,-1,Normal,Attack
Port#:1,5086,114065058,14643607,3833,2108,0,0,0,0,63,-4120,9313,4,5,0,0,0,0,3,-201,15258,138,10964,865,True,0,5,8931,20820,-1,Diversion,Attack
Port#:3,179928,56836805,43076805,3548,1527,0,0,0,0,4,-10563,5248,4,5,0,0,0,0,4,-871,11434,-845,9078,166,True,0,6,993569,669521,-1,Normal,Normal
Port#:3,2113,69307628,24657414,2818,1571,0,0,0,0,4,-609,6213,1,5,0,0,0,0,4,534,-1539,-302,-7338,1247,True,0,3,5880,21491,-1,Diversion,Attack
Port#:1,6016,116940835,140118521,428880,2607,0,0,0,0,0,-3662,1720,4,5,0,0,0,0,2,258,19683,314,21417,132,True,0,7,518771,670752,-1,Normal,Normal
Port#:4,5631,61410725,63629537,8580,2028,0,0,0,0,0,1894,-6454,4,4,0,0,0,0,2,-584,7544,-520,14485,1028,True,0,6,27564,31254,-1,Diversion,Attack
Port#:3,313447,230585778,41327654,2222,1556,0,0,0,0,4,-11867,7271,2,5,0,0,0,0,4,-1204,-3041,-990,18638,1020,True,0,203,12581,24188,-1,Diversion,Attack
Port#:1,2862,17724079,73759756,4380,2087,0,0,0,0,0,5495287,5497,2,5,0,0,0,0,3,-1763,9429,-1187,-6588,38,True,0,8,19055,20622,-1,Diversion,Attack
Port#:1,4049,97094192,72080135,6378,2586,0,0,0,0,0,-3627,2737,1,4,0,0,0,0,2,-879,10039,-1332,-5046,-358,True,0,5,12280,22266,-1,Diversion,Attack
Port#:1,8289,61064664,92436728,250073,3149,0,0,0,0,0,6498,5131415,2,4,0,0,0,0,2,-723,-7600,-327,-330,-432,True,0,4,661259,541006,-1,Normal,Normal
Port#:1,325950,151364469,72180301,290572,1268,0,0,0,0,57,-12773,-2906,2,4,0,0,0,0,1,-229,3613,-1258,5051,-154,True,0,6,657851,668003,-1,Normal,Normal
Port#:3,342317,90084302,137135670,156281,2591,0,0,0,0,76,-6384,-384,2,5,0,0,0,0,2,-493,6328445,358278,-4169,593,True,0,6,949695,652896,-1,Normal,Normal
Port#:1,529,217142981,82771246,4686,1604,0,0,0,0,3,-5677,1638,2,5,0,0,0,0,2,-399,-8487,-699,6122,-436,True,0,194,13484,14429,-1,Diversion,Attack
Port#:2,125813,135443385,44404857,313815,2090,0,0,0,0,62,-9740,5510335,2,5,0,0,0,0,2,536382,-2247,-272,-1836,791,True,0,7,989314,998447,-1,Normal,Normal
Port#:2,2203,48871083,162437026,305335,1043,0,0,0,0,124,-1931,-4626,2,4,0,0,0,0,2,422496,12166,106,10286,1010,True,0,5,653352,980181,-1,Normal,Normal
Port#:2,180551,114672373,3427442,116969,1116,0,0,0,0,77,-6341,1077,2,5,0,0,0,0,2,481,-783,-497,8025,-451,True,0,5,961266,498709,-1,Normal,Normal
Port#:3,4091,18375727,29997510,2216,1505,0,0,0,0,4,-4905,-1893,2,5,0,0,0,0,3,-68,13082,-106,3827,172,True,0,7,14025,21368,-1,Diversion,Attack
Port#:2,2138,19749887,76101501,6646,376,0,0,0,0,0,-10441,2450,63,5,0,0,0,0,5,-192,9480,-704,9754,-71,True,0,5,15411,26511,-1,Diversion,Attack
Port#:3,2266,19865400,-4190662,2959,328,0,0,0,0,0,-5482,3410,4,5,0,0,0,0,2,-872,17221,-945,-10431,105,True,0,7,9068,6147,-1,Diversion,Attack
Port#:3,178113,77306961,180766281,303113,1478,0,0,0,0,75,-6343,-3709,76,5,0,0,0,0,3,532497,8605,-692,9310,586338,True,0,6,976462,998272,-1,Normal,Normal
Port#:1,4152,111830395,93709508,4434,3078,0,0,0,0,-1,6608,-1193,4,5,0,0,0,0,2,322,20501,-1105,4303,1366,True,0,6,14500,27286,-1,Diversion,Attack
Port#:4,3344,13028928,56002976,4786,2149,0,0,0,0,0,-1339,-1926,2,5,0,0,0,0,3,-532,7884,-283,-4421,90,True,0,7,8242,18764,-1,Diversion,Attack
Port#:3,3747,118303433,71476307,248945,1446,0,0,0,0,4,-5206,5760547,4,5,0,0,0,0,3,-33,12752,156,9140,788,True,0,5,4202,10889,-1,Diversion,Normal
Port#:4,346347,43862170,47712877,299726,1652,0,0,0,0,3,3101564,-1554,4,5,0,0,0,0,4,293,6255810,548738,4195,496916,True,0,7,987561,671944,-1,Normal,Normal
Port#:3,2557,112795461,58125675,298225,1990,0,0,0,0,0,-6281,-6511,1,4,0,0,0,0,2,-999,-1156,-762,-11385,966,True,0,6,512880,517696,-1,Normal,Normal
Port#:3,179988,24278465,83300863,313154,1016,0,0,0,0,136,-6281,13368,4,4,0,0,0,0,4,-297,632,293,6679,629,True,0,6,961166,1009591,-1,Normal,Normal
Port#:3,175446,51433805,128120585,303404,1021,0,0,0,0,68,-11243,3181,4,5,0,0,0,0,3,549920,1506,578159,6390280,1140,True,0,5,968935,991451,-1,Normal,Normal
Port#:3,183200,206224993,2679782,157302,1106,0,0,0,0,56,-5616,4,65,5,0,0,0,0,2,-254,9510,-113,4747,726,True,0,6,656288,668163,-1,Normal,Normal
Port#:1,3002,82130409,44512642,4300,2674,0,0,0,0,130,7366,8907,2,5,0,0,0,0,2,-277,13313,-511,12376,413,True,0,6,12166,18025,-1,Diversion,Attack
Port#:4,6995,79515315,109207844,157360,1520,0,0,0,0,130,-10439,7322,4,5,0,0,0,0,1,419,-18764,365,-4939,703,True,0,6,996212,536129,-1,Normal,Normal
Port#:1,183927,102181233,52916603,407776,3002,0,0,0,0,1,-7906,6370,4,5,0,0,0,0,2,5,7152,-1281,-7393,55,True,0,6,644878,644291,-1,Normal,Normal
Port#:4,2698,71992204,117777178,4704,315,0,0,0,0,0,-6418,-6922,4,5,0,0,0,0,4,62,11550,-1069,6993,882,True,0,5,16550,15502,-1,Diversion,Attack
Port#:2,5179,61678039,92751401,243802,1609,0,0,0,0,-1,5100,-4767,4,5,0,0,0,0,3,-191,-5606,-1064,6561,1682,True,0,6,662809,663300,-1,Normal,Normal
Port#:1,338034,99100746,141103713,415438,1027,0,0,0,0,0,-11863,1865,67,5,0,0,0,0,2,-1255,-16459,-1741,-6027,1290,True,0,6,654783,661512,-1,Normal,Normal
Port#:2,4395,116468249,112222688,406502,2493,0,0,0,0,0,-13650,-132,4,4,0,0,0,0,2,-722,-5397,-131,-4158,1166,True,0,5,649292,660922,-1,Normal,Normal
Port#:4,2232,12108868,15135543,3634,2182,0,0,0,0,3,-6138,2481,4,5,0,0,0,0,4,103,3506,-601,-590,-51,True,0,6,11396,7677,-1,Diversion,Attack
Port#:4,1408,21919622,20833908,1748,1567,0,0,0,0,64,5653162,2095,1,5,0,0,0,0,5,-1071,2682,-150,-2371,-375,True,0,5,14728,22476,-1,Diversion,Attack
Port#:2,1918,123641184,116309718,220909,2552,0,0,0,0,0,-3526,-3297,4,4,0,0,0,0,2,369,8868,-428,8966,463,True,0,4,660072,537339,-1,Normal,Normal
Port#:2,4937,15657146,61885206,4149,2805,0,0,0,0,3,-8480,-2144,2,5,0,0,0,0,3,-359,12743,117,-2502,198,True,0,5,14085,13363,-1,Diversion,Attack
Port#:1,5859,59864644,51059824,4986,950,0,0,0,0,0,-4410,-2941,2,5,0,0,0,0,4,-800,13946,-450,-12074,-113,True,0,6,6124,18403,-1,Diversion,Attack
Port#:2,2912,39367426,53443737,752,2254,0,0,0,0,122,-9084,11298,2,5,0,0,0,0,4,856,2551,-1789,1779,857,True,0,5,1478,14497,-1,Diversion,Attack
Port#:4,4592,19021480,64367940,2192,2501,0,0,0,0,2,-8495,4868,4,5,0,0,0,0,5,-656,-6193,-552,7691,108,True,0,6,18387,25038,-1,Diversion,Attack
Port#:3,123632,106549437,82954204,428309,1627,0,0,0,0,3,-3624,11881,64,5,0,0,0,0,3,-385,1067,130,8786,112,True,0,7,653509,670260,-1,Normal,Normal
Port#:3,3721,31931942,5797194,2113,2413,0,0,0,0,3,-2649,-788,4,5,0,0,0,0,4,-405,-2428,-266,-314,760,True,0,7,14360,22363,-1,Diversion,Attack
Port#:1,2730,23279674,80388833,3631,1684,0,0,0,0,3,10250,1216,2,5,0,0,0,0,4,-396,-3067,-155,-5737,270,True,0,6,13555,12095,-1,Diversion,Attack
Port#:4,5378,5680888,60763800,4060,3052,0,0,0,0,3,2906,5579790,4,5,0,0,0,0,5,-1131,14439,-112,6014,960,True,0,11,14284,15247,-1,Diversion,Attack
Port#:1,188634,126235012,80713670,420572,1700,0,0,0,0,1,-10321,-7320,3,4,0,0,0,0,3,-321,1107,307917,5014,-160,True,0,5,657347,670766,-1,Normal,Normal
Port#:3,176283,125599266,31927755,317727,1630,0,0,0,0,0,699,-4672,2,5,0,0,0,0,2,-158,4542,240,17955,877,True,0,6,646221,970593,-1,Normal,Normal
Port#:3,3568,97857165,103984230,158940,974,0,0,0,0,133,-8924,-3022,2,4,0,0,0,0,4,81,6448,-401,2858,1412,True,0,7,985341,999994,-1,Normal,Normal
Port#:1,1796,22860082,67994611,7281,1750,0,0,0,0,4,-4724,259,4,4,0,0,0,0,2,248,20744,-1053,10212,237,True,0,6,14279,26655,-1,Diversion,Attack
Port#:1,5162,24213211,162290279,4033,1521,0,0,0,0,0,3626396,547,4,5,0,0,0,0,2,-805,13942,-509,8579,273,True,0,5,524366,24220,-1,Diversion,Attack
Port#:4,6980,52065943,30763848,2933,3159,0,0,0,0,0,-4293,-5379,4,5,0,0,0,0,5,165,13700,-529,18715,526,True,0,5,24883,19875,-1,Diversion,Attack
Port#:2,4946,79782642,68948713,248380,2947,0,0,0,0,0,-1667,614,5,5,0,0,0,0,1,606,3193,-710,8361,1088,True,0,4,664244,17496,-1,Normal,Normal
Port#:1,3528,7208936,22537022,7941,204,0,0,0,0,0,-14314,-8996,4,5,0,0,0,0,2,-300,-5246,-1090,-12927,700,True,0,6,12928,24565,-1,Diversion,Attack
Port#:1,185209,168023348,120838365,159210,2191,0,0,0,0,0,-1259,-2471,2,5,0,0,0,0,3,-1238,4977,-992,562,411,True,0,5,663230,662922,-1,Normal,Normal
Port#:1,3990,104126272,97510228,243084,2614,0,0,0,0,-1,-8466,1748,2,5,0,0,0,0,1,-575,-11421,-415,-14299,1323,True,0,7,647767,664374,-1,Normal,Normal
Port#:1,6277,130642875,87275428,319501,1135,0,0,0,0,113,-4797,8016,2,5,0,0,0,0,2,-661,16850,-1273,13894,31,True,0,7,666867,664509,-1,Normal,Normal
Port#:2,6428,94731057,73563371,245126,1555,0,0,0,0,0,3388396,-7067,1,5,0,0,0,0,1,-620,7675,-591,-1933,630,True,0,3,661884,661367,-1,Normal,Normal
Port#:3,2624,47870449,19434846,5422,2515,0,0,0,0,3,-6513,423,1,5,0,0,0,0,4,27,3699,1290,20547,496,True,0,6,-732,20519,-1,Diversion,Attack
Port#:2,6088,115582182,66599247,244659,2670,0,0,0,0,1,1755,6966,4,5,0,0,0,0,1,-104,17390,-452,9159,390,True,0,6,504060,517631,-1,Normal,Attack
Port#:1,344885,104796776,178033485,164212,1562,0,0,0,0,55,-6669,7318,4,4,0,0,0,0,2,-1544,6163,-112,6442766,1216,True,0,6,1477,6787,-1,Normal,Normal
Port#:3,182140,84238695,35546249,308108,2636,0,0,0,0,2,3437426,-9967,1,4,0,0,0,0,3,426,4651,-301,13917,1272,True,0,6,502510,1004080,-1,Normal,Normal
Port#:1,3830,74337598,74573839,7266,2533,0,0,0,0,0,3917,4934,2,5,0,0,0,0,2,-1059,16890,-1117,13431,940,True,0,5,17076,24460,-1,Diversion,Attack
Port#:1,2064,152659139,34696635,7743,276,0,0,0,0,89,1251,-6745,5,5,0,0,0,0,4,397,6247,-588,6766,457,True,0,6,8702,20099,-1,Diversion,Attack
Port#:1,1153,74185027,50018133,5258,2755,0,0,0,0,0,419,-1857,4,5,0,0,0,0,2,-871,1295,-375,13194,-21,True,0,6,13864,30799,-1,Diversion,Attack
Port#:3,172493,26370548,28858988,-1181,1675,0,0,0,0,3,-14230,-5606,4,5,0,0,0,0,4,-962,-3986,-511,-5189,1610,True,0,5,18578,12846,-1,Diversion,Attack
Port#:2,184408,199153347,81729981,250332,2626,0,0,0,0,0,6221,5622387,2,5,0,0,0,0,2,-526,3998,-728,2864,-997,True,0,7,668231,1005781,-1,Normal,Normal
Port#:1,6664,111153205,3536094,4090,2629,0,0,0,0,3,-19411,4824,3,5,0,0,0,0,3,-1550,20114,-1690,-13228,-492,True,0,6,17629,26218,-1,Diversion,Attack
Port#:1,3427,112439045,77995215,5686,2127,0,0,0,0,0,-11062,109,3,5,0,0,0,0,2,-195,-750,-952,7043,622,True,0,6,20111,30164,-1,Diversion,Attack
Port#:2,4565,87729312,62878441,4957,1807,0,0,0,0,55,-19551,698,4,5,0,0,0,0,3,-90,-14250,-1494,-12817,-27,True,0,5,9243,535254,-1,Diversion,Attack
Port#:2,110814,23429919,20779416,306410,1018,0,0,0,0,4,-4109,5415,4,5,0,0,0,0,3,48,6499,-1128,4360,-316,True,0,6,939420,1000374,-1,Normal,Normal
Port#:1,3465,118378749,145958257,241209,2694,0,0,0,0,1,2894,-13086,3,5,0,0,0,0,2,-1250,7291,-1182,-3336,970,True,0,5,512466,660408,-1,Normal,Normal
Port#:4,351259,21146968,27144353,295398,990,0,0,0,0,2,10990,-6878,2,5,0,0,0,0,4,271948,12548,-67,13632,467,True,0,6,990206,1032790,-1,Normal,Normal
Port#:4,341013,118315073,37776434,156853,1275,0,0,0,0,3,-1081,5916201,4,5,0,0,0,0,3,-786,6259535,-793,-10091,625691,True,0,8,975220,991948,-1,Normal,Normal
Port#:4,355102,14552062,63015307,299482,1600,0,0,0,0,5,-4519,6960,140,4,0,0,0,0,4,-914,23268,-415,7741,-16,True,0,6,989781,1021709,-1,Normal,Normal
Port#:1,1182,21178766,85031273,3966,2093,0,0,0,0,-1,-603,-4027,2,5,0,0,0,0,2,-370,12958,-1066,-9962,922,True,0,5,2140,10064,-1,Diversion,Attack
Port#:3,181213,121152679,91806838,312212,2098,0,0,0,0,66,-3024,-11308,1,5,0,0,0,0,1,563163,3975,290325,6288992,-966,True,0,6,991482,1007484,-1,Normal,Normal
Port#:1,2449,51743109,17933246,5541,2569,0,0,0,0,75,-252,-7104,2,5,0,0,0,0,2,-169,19629,-987,-8579,831,True,0,3,12368,26048,-1,Diversion,Attack
Port#:3,3956,92072189,22318273,2131,3065,0,0,0,0,3,-2877,-2540,4,5,0,0,0,0,3,-1219,17337,-481,-11710,861,True,0,6,17730,16807,-1,Diversion,Attack
Port#:1,179839,133566077,51486467,315498,781,0,0,0,0,-1,-3781,-10019,2,4,0,0,0,0,2,537020,10469,515223,6657,629222,True,0,6,966997,998524,-1,Normal,Normal
Port#:1,7611,125820667,77410227,245499,2551,0,0,0,0,0,-5016,2968,4,5,0,0,0,0,2,97,-25721,-384,6300,1511,True,0,6,653608,678805,-1,Normal,Normal
Port#:2,182925,82238824,77854734,304710,1488,0,0,0,0,-1,3620188,631,4,4,0,0,0,0,3,-394,7451,-725,6244069,-347,True,0,6,663561,660015,-1,Normal,Normal
Port#:1,4140,71570028,51345314,6469,2671,0,0,0,0,-1,-6476,9123,4,5,0,0,0,0,2,-244,19427,-368,-14523,1207,True,0,7,19723,23881,-1,Diversion,Attack
Port#:2,622,88626763,77968163,308940,1964,0,0,0,0,0,9133,-5300,60,5,0,0,0,0,2,194,4446,-62,-934,-178,True,0,5,513614,659211,-1,Normal,Normal
Port#:4,3605,41409083,60543204,4888,2448,0,0,0,0,4,-12752,-4899,44,5,0,0,0,0,4,-614,15971,-1127,-8633,1760,True,0,7,17999,23746,-1,Diversion,Attack
Port#:1,192291,132568711,102670016,245172,2129,0,0,0,0,0,-10997,-419,2,4,0,0,0,0,1,-1469,-1920,-1781,6190,485,True,0,6,656943,655616,-1,Normal,Normal
Port#:1,2724,24476119,554226,6208,2937,0,0,0,0,0,-5237,-8429,2,5,0,0,0,0,2,-808,11830,-697,12086,928,True,0,6,12243,14032,-1,Diversion,Attack
Port#:3,283567,56492926,46658838,291954,1040,0,0,0,0,4,-9637,-3026,2,5,0,0,0,0,4,10,8165,-1310,16279,986,True,0,5,978202,13634,-1,Diversion,Attack
Port#:3,114014,116639239,65953929,301620,990,0,0,0,0,3,-7662,5588889,4,4,0,0,0,0,4,-347,6367289,249908,6477120,38,True,0,6,962531,974531,-1,Normal,Normal
Port#:1,3105,165729206,20849738,246175,1618,0,0,0,0,44,-1687,1080,125,5,0,0,0,0,3,381,15943,-683,8360,357,True,0,6,652272,660758,-1,Normal,Normal
Port#:3,3396,-3980269,26377610,2440,1018,0,0,0,0,3,2903104,15462,4,5,0,0,0,0,3,-863,9637,138,-10284,726,True,0,7,6079,14968,-1,Diversion,Attack
Port#:2,5749,47927857,24007745,153968,2071,0,0,0,0,1,-7244,2645,3,4,0,0,0,0,2,-963,13747,-777,5181,114,True,0,5,9497,976249,-1,Diversion,Attack
Port#:1,3179,114770591,145331822,8094,999,0,0,0,0,1,-360,2809,4,5,0,0,0,0,2,-260,995,704,23552,78,True,0,6,11723,12617,-1,Diversion,Attack
Port#:1,3624,114543557,51303319,5018,1661,0,0,0,0,1,1110,-5432,4,5,0,0,0,0,2,-671,2077,-405,6089,16,True,0,5,532893,520207,-1,Normal,Normal
Port#:1,188226,116263765,198820252,127756,2734,0,0,0,0,75,5106529,-8663,2,4,0,0,0,0,2,-119,6188550,-358,2382,-372,True,0,7,665219,666126,-1,Normal,Normal
Port#:3,182321,42548041,19264980,320234,2097,0,0,0,0,74,35,5517303,64,5,0,0,0,0,3,168,-2311,-682,2001,206,True,0,5,976489,1021086,-1,Normal,Normal
Port#:2,4583,4183954,9683115,4435,871,0,0,0,0,4,-15375,-412,53,5,0,0,0,0,4,92,2036,149,-15578,641,True,0,5,8516,12078,-1,Diversion,Attack
Port#:4,5126,24114381,25050525,3562,1272,0,0,0,0,3,-777,2219,4,5,0,0,0,0,5,-976,6314555,-2011,-4373,238,True,0,6,16901,23160,-1,Diversion,Attack
Port#:2,3702,19920021,29922812,5022,1000,0,0,0,0,1,5411104,9159,4,5,0,0,0,0,2,423,14627,202,7367,1404,True,0,6,17203,28355,-1,Diversion,Attack
Port#:1,181456,61438525,93445945,120742,2662,0,0,0,0,71,-2606,-1181,4,5,0,0,0,0,1,51,13673,138,13069,19,True,0,7,641909,652773,-1,Normal,Normal
Port#:4,1583,3850107,17910871,1568,1852,0,0,0,0,5,-6648,-15640,1,5,0,0,0,0,5,452,10041,-874,3053,1001,True,0,5,16710,11114,-1,Diversion,Attack
Port#:4,621,11366894,17569599,2572,3150,0,0,0,0,4,13197,7614,4,5,0,0,0,0,2,-160,8847,67,7897,-166,True,0,3,4610,10162,-1,Diversion,Attack
Port#:1,120251,138407800,58318803,301720,1080,0,0,0,0,75,2890,-4203,4,5,0,0,0,0,2,-108,10076,-157,-1094,-130,True,0,5,514692,1009261,-1,Normal,Normal
Port#:1,2551,65189370,36575795,3294,2989,0,0,0,0,-1,2115,354,3,5,0,0,0,0,2,179,6580,-1450,8313,266,True,0,4,9386,15456,-1,Diversion,Attack
Port#:4,3229,2187827,13543338,2407,1123,0,0,0,0,3,5629,204,2,5,0,0,0,0,3,-205,6417,-1253,438,236,True,0,11,8465,18522,-1,Diversion,Attack
Port#:1,185084,61220953,79375998,246918,2507,0,0,0,0,-1,2817274,3623,2,5,0,0,0,0,2,-282,8192,206,-6300,1364,True,0,7,658426,529013,-1,Normal,Normal
Port#:1,4807,79011866,179756513,416266,2801,0,0,0,0,0,-2636,-6288,2,5,0,0,0,0,2,-102,-2779,-326,-3817,423,True,0,4,671501,514063,-1,Normal,Attack
Port#:4,4835,15199934,24917603,4262,2571,0,0,0,0,1,6733,-8287,4,5,0,0,0,0,5,-1197,7943,392,22509,2275,True,0,7,4289,14306,-1,Diversion,Attack
Port#:4,187218,22723071,106769864,294894,2721,0,0,0,0,4,1209,-3762,4,5,0,0,0,0,1,-280,5473,-1136,3234,319,True,0,6,652857,661309,-1,Normal,Normal
Port#:2,2593,105021667,55609432,247989,2154,0,0,0,0,0,-12714,4891,1,5,0,0,0,0,1,-386,10686,-1112,-8126,-220,True,0,5,644260,659461,-1,Normal,Normal
Port#:4,117273,16122160,716484,315562,1112,0,0,0,0,4,-13719,7681,4,5,0,0,0,0,4,-653,10597,528886,6058711,-495,True,0,6,949284,983887,-1,Normal,Normal
Port#:2,174150,121925126,19509767,302747,1734,0,0,0,0,138,-7849,2460,4,5,0,0,0,0,3,-354,21308,-93,4744,259,True,0,7,511164,658713,-1,Normal,Normal
Port#:1,1781,39731546,59116322,3270,2506,0,0,0,0,-1,9727,1656,4,5,0,0,0,0,2,434,1814,740,8219,696,True,0,6,8554,18344,-1,Diversion,Attack
Port#:1,125703,27734114,166068991,253968,2426,0,0,0,0,0,10655,-7865,4,4,0,0,0,0,2,-224,-9560,-35,8743,595,True,0,5,646519,657037,-1,Normal,Normal
Port#:3,113401,22594746,35960525,1740,1611,0,0,0,0,4,-10635,-4331,121,5,0,0,0,0,4,-788,10009,-1070,-4694,1037,True,0,5,20739,13054,-1,Diversion,Attack
Port#:4,3756,75020070,101635109,7087,1770,0,0,0,0,0,-2954,2364,4,5,0,0,0,0,5,-941,-2022,-888,-2861,551,True,0,10,21999,29652,-1,Diversion,Attack
Port#:1,4358,91190423,70901508,5192,2762,0,0,0,0,1,-12227,-1015,4,5,0,0,0,0,2,-1188,-1725,-1160,-4046,964,True,0,5,24084,27269,-1,Diversion,Attack
Port#:1,5428,120493323,38469525,255918,2212,0,0,0,0,50,5283,5413409,2,5,0,0,0,0,2,-789,11108,-1631,6365939,143,True,0,6,1013202,682921,-1,Normal,Normal
Port#:2,181544,79949835,31279330,4576,1010,0,0,0,0,122,-13441,702,2,5,0,0,0,0,4,-1495,23062,-754,10641,595574,True,0,6,20469,18609,-1,Diversion,Attack
Port#:1,2178,89277235,55009369,6541,257,0,0,0,0,1,2772,1934,3,5,0,0,0,0,2,-1067,12336,-372,13507,879,True,0,189,10627,11739,-1,Diversion,Attack
Port#:4,341162,13406322,52681417,301964,2236,0,0,0,0,3,-15495,2540091,4,5,0,0,0,0,4,375799,15061,613008,-20726,616,True,0,6,985739,1009865,-1,Normal,Normal
Port#:3,5493,25413498,92984216,8031,2723,0,0,0,0,4,4899,5749,2,5,0,0,0,0,4,19,1266,-1332,1512,873,True,0,8,24633,16619,-1,Diversion,Normal
Port#:1,7532,89584169,157208591,249724,2292,0,0,0,0,-1,-19625,-217,2,5,0,0,0,0,2,-603,-11245,-733,5711,802,True,0,6,669096,664451,-1,Normal,Normal
Port#:4,3338,61971771,26079134,5346,828,0,0,0,0,5,-3598,1405,2,5,0,0,0,0,5,-227,-7050,-1020,6596,158,True,0,5,6995,14157,-1,Diversion,Attack
Port#:1,2533,95686327,62896255,250788,877,0,0,0,0,0,-21557,2280,3,5,0,0,0,0,1,-214,6048,-883,-15316,936,True,0,5,644768,646584,-1,Normal,Normal
Port#:1,330385,104110411,4296354,413301,1067,0,0,0,0,72,-4407,-4922,4,5,0,0,0,0,2,-401,5456,501,-12505,293,True,0,5,659279,657975,-1,Normal,Normal
Port#:3,183993,33339838,32173311,301432,963,0,0,0,0,4,-5089,6031040,2,5,0,0,0,0,4,101,7169,-503,-12047,442,True,0,6,982527,32518,-1,Diversion,Normal
Port#:1,4150,6692220,-564943,6446,3216,0,0,0,0,1,1069,-5562,2,5,0,0,0,0,2,-82,-1937,-1778,941,670,True,0,203,7175,11011,-1,Diversion,Attack
Port#:1,4128,108329324,118652569,412296,2154,0,0,0,0,0,-10577,-71,4,5,0,0,0,0,2,-682,-5222,-1363,-9318,88,True,0,5,646091,655817,-1,Normal,Normal
Port#:1,4414,75981046,78258491,8426,2546,0,0,0,0,-1,-5066,9790,4,5,0,0,0,0,2,-885,11472,167,13763,-295,True,0,5,13382,25176,-1,Diversion,Attack
Port#:2,4180,84425225,63348341,252865,1516,0,0,0,0,0,-10031,-8416,4,5,0,0,0,0,2,-1132,14932,-1439,-11599,578,True,0,3,649201,664346,-1,Normal,Normal
Port#:4,340696,81537172,40656117,3750,3080,0,0,0,0,4,2309,-1293,4,5,0,0,0,0,5,-395,12243,-527,-166,699,True,0,5,26159,20650,-1,Diversion,Attack
Port#:4,-593,-697314,11373604,2338,221,0,0,0,0,3,0,-18541,2,5,0,0,0,0,5,726,2863,-558,-11353,741,True,0,6,2265,5426,-1,Diversion,Attack
Port#:2,313157,43278517,21353585,300624,2558,0,0,0,0,3,-1164,-3466,2,5,0,0,0,0,3,-460,-834,-1017,-6128,584553,True,0,5,643017,959252,-1,Normal,Normal
